type;isin;investmentRegion;investmentSubject;fullName;managedBy;replicationType;ticker;exchange;tickerGoogle;tickerYahoo;currency
ETF;IE00B4L5YC18;Globalny (EM);Akcje;ISHARES MSCI EM UCITS ;iShares;Accumulating;IEMA;LON;LON:IEMA;;USD
ETF;IE00B6SPMN59;USA;Akcje - factor;ISHARES EDGE S&P 500 MINIMUM VOLATILITY UCITS ;iShares;Accumulating;IBCK;FRA;FRA:IBCK;;EUR
ETF;LU0514695690;Chiny;Akcje;DB XTRACKERS MSCI CHINA UCITS ;Xtrackers;Accumulating;XCS6;FRA;FRA:XCS6;;EUR
ETF;LU0839027447;Japonia;Akcje;DB XTRACKERS NIKKEI 225 UCITS ;Xtrackers;Distributing;XDJP;FRA;FRA:XDJP;;
ETF;IE00BG0J4C88;Globalny;Akcje - technologia;ISHARES DIGITAL SECURITY UCITS ETF;iShares;Accumulating;L0CK;FRA;FRA:L0CK;;EUR
ETF;IE00BG0J4C88;Globalny;Akcje - technologia;ISHARES DIGITAL SECURITY UCITS ETF;iShares;Accumulating;LOCK;LON;LON:LOCK;;USD
ETF;IE00BGHQ0G80;Globalny;Akcje;XTRACKERS MSCI AC WORLD UCITS ETF;Xtrackers;Accumulating;XMAW;FRA;FRA:XMAW;;
ETF;IE00BL25JM42;Globalny (DM);Akcje - factor;XTRACKERS MSCI WORLD VALUE UCITS ETF;Xtrackers;Accumulating;XDEV;FRA;FRA:XDEV;;
ETF;IE00BJ38QD84;USA;Akcje - małe spółki;SPDR RUSSELL 2000 U.S. SMALL CAP UCITS ETF (EUR);SPDR;Accumulating;ZPRR;FRA;FRA:ZPRR;;EUR
ETF;IE00BJ38QD84;USA;Akcje - małe spółki;SPDR RUSSELL2000 US SMALL CAP;SPDR;Accumulating;R2US;LON;LON:R2US;;USD
ETF;IE00BJ38QD84;USA;Akcje - małe spółki;SPDR RUSSELL2000 US SMALL CAP;SPDR;Accumulating;R2US;EPA;EPA:R2US;;EUR
ETF;IE00B52SF786;Kanada;Akcje;ISHARES MSCI CANADA UCITS ETF USD ;iShares;Accumulating;SXR2;FRA;FRA:SXR2;;EUR
ETF;IE00B52SF786;Kanada;Akcje;ISHARES MSCI CANADA UCITS ETF USD ;iShares;Accumulating;CCAU;LON;LON:CCAU;;USD
ETF;IE00B52SF786;Kanada;Akcje;ISHARES MSCI CANADA UCITS ETF USD ;iShares;Accumulating;CSCA;AMS;AMS:CSCA;;EUR
ETF;IE00BYZK4776;Globalny;Akcje - ochrona zdrowia;ISHARES HEALTHCARE INNOVATION UCITS ;iShares;Accumulating;2B78;FRA;FRA:2B78;;EUR
ETF;IE00BYZK4776;Globalny;Akcje - ochrona zdrowia;ISHARES HEALTHCARE INNOVATION UCITS ;iShares;Accumulating;HEAL;LON;LON:HEAL;;USD
ETF;IE00B1FZS350;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS;iShares;Distributing;IQQ6;FRA;FRA:IQQ6;;EUR
ETF;IE00B1FZS350;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ;iShares;Distributing;IDWP;LON;LON:IDWP;;USD
ETF;IE00B1FZS350;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ;iShares;Distributing;IWDP;LON;LON:IWDP;;GBX
ETF;IE00B1FZS350;Globalny (DM);Akcje - nieruchomości;ISHARES DEVELOPED MARKETS PROPERTY YIELD UCITS ;iShares;Distributing;IWDP;AMS;AMS:IWDP;;EUR
ETF;IE00B0M63730;Azja;Akcje;ISHARES MSCI AC FAR EAST EXJAPAN UCITS ;iShares;Distributing;IFFF;LON;LON:IFFF;;GBX
ETF;IE00BZCQB185;Indie;Akcje;ISHARES MSCI INDIA UCITS ETF USD;iShares;Accumulating;QDV5;FRA;FRA:QDV5;;
ETF;IE00BZCQB185;Indie;Akcje;ISHARES MSCI INDIA UCITS ETF USD;iShares;Accumulating;NDIA;LON;LON:NDIA;;
ETF;IE00B4YBJ215;USA;Akcje;SPDR S&P 400 US MID CAP UCITS ;SPDR;Accumulating;SPY4;FRA;FRA:SPY4;;EUR
ETF;IE00B4YBJ215;USA;Akcje;SPDR S&P 400 US MID CAP UCITS ;SPDR;Accumulating;SPY4;LON;LON:SPY4;;USD
ETF;LU1829221024;USA;Akcje - technologia;LYXOR NASDAQ 100 UCITS ETF ;Lyxor;Accumulating;UST;EPA;EPA:UST;;EUR
ETF;DE000A0F5UJ7;Europa;Akcje - finanse;ISHARES STOXX EUROPE 600 BANKS UCITS ;iShares;Distributing;SX7PEX;FRA;FRA:EXV1;;
ETF;DE000ETFL011;Niemcy;Akcje;DEKA DAX UCITS;DEKA;Accumulating;ETFDAX;FRA;FRA:EL4A;;EUR
ETF;IE00B3VWM098;USA;Akcje - factor;ISHARES MSCI USA SMALL CAP UCITS ETF;iShares;Accumulating;SXRG;FRA;FRA:SXRG;;EUR
ETF;LU1834983477;Europa;Akcje - finanse;LYXOR STOXX EUROPEAN 600 BANKS UCITS ;Lyxor;Accumulating;BNK ;EPA;EPA:BNK;;EUR
ETF;LU1834983477;Europa;Akcje - finanse;LYXOR STOXX EUROPEAN 600 BANKS UCITS ;Lyxor;Accumulating;LBNK;FRA;FRA:LBNK;;EUR
ETF;IE00B4JNQZ49;USA;Akcje - finanse;ISHARES S&P 500 FINANCIALS SECTOR UCITS ;iShares;Accumulating;IUFS;LON;LON:IUFS;;USD
ETF;IE00B4JNQZ49;USA;Akcje - finanse;ISHARES S&P 500 FINANCIALS SECTOR UCITS ;iShares;Accumulating;QDVH;FRA;FRA:QDVH;;EUR
ETF;IE00B9CQXS71;Globalny;Akcje - dywidendy;SPDR GLOBAL DIVIDEND ARISTOCRATS ;SPDR;Distributing;GLDV;LON;LON:GLDV;;USD
ETF;IE00B9CQXS71;Globalny;Akcje - dywidendy;SPDR GLOBAL DIVIDEND ARISTOCRATS;SPDR;Distributing;ZPRG;FRA;FRA:ZPRG;;EUR
ETF;LU1681044480;Azja;Akcje;AMUNDI MSCI EM ASIA UCITS ETF EUR (C) ;Amundi;Accumulating;AASI;EPA;EPA:AASI;;EUR
ETF;LU0846194776;Europa;Akcje;DB XTRACKERS MSCI EMU INDEX UCITS ;Xtrackers;Distributing;XD5E;FRA;FRA:XD5E;;EUR
ETF;IE00B14X4N27;Europa;Akcje;ISHARES MSCI EUROPE EXUK UCITS ;iShares;Distributing;IEUX;LON;LON:IEUX;;GBX
ETF;IE00BJ5JPG56;Chiny;Akcje;ISHARES MSCI CHINA UCITS ETF;iShares;Accumulating;ICHN;AMS;AMS:ICHN;;USD
ETF;IE00BJ5JPG56;Chiny;Akcje;ISHARES MSCI CHINA UCITS ETF;iShares;Accumulating;ICGA;FRA;FRA:ICGA;;EUR
ETF;IE00BD1F4L37;USA;Akcje - factor;ISHARES EDGE MSCI USA QUALITY FACTOR UCITS ;iShares;Accumulating;QDVB;FRA;FRA:QDVB;;EUR
ETF;IE00B2QWCY14;USA;Akcje - małe spółki;ISHARES S&P SMALL CAP 600 UCITS ;iShares;Distributing;IDP6;LON;LON:IDP6;;USD
ETF;IE00B2QWCY14;USA;Akcje - małe spółki;ISHARES S&P SMALL CAP 600 UCITS ;iShares;Distributing;IUS3;FRA;FRA:IUS3;;EUR
ETF;IE00BJZ2DD79;USA;Akcje - factor;XTRACKERS RUSSELL 2000 UCITS ETF;Xtrackers;Accumulating;XRS2;FRA;FRA:XRS2;;
ETF;IE00B0M63060;Wielka Brytania;Akcje - dywidendy;ISHARES UK DIVIDEND UCITS ;iShares;Distributing;IUKD;LON;LON:IUKD;;GBX
ETF;IE00B0M63060;Wielka Brytania;Akcje - dywidendy;ISHARES UK DIVIDEND UCITS ;iShares;Distributing;IQQD;FRA;FRA:IQQD;;EUR
ETF;LU0378438732;Niemcy;Akcje;COMSTAGE DAX TR UCITS ;Comstage;Distributing;CBDAX;FRA;FRA:C001;;
ETF;IE00BFMXYP42;Wielka Brytania;Akcje;VANGUARD FTSE 100 UCITS ETF;Vanguard;Accumulating;VUKG;LON;LON:VUKG;;GBP
ETF;IE00B00FV128;Wielka Brytania;Akcje;ISHARES FTSE 250 UCITS ;iShares;Distributing;MIDD;LON;LON:MIDD;;GBX
ETF;IE00B5M1WJ87;Europa;Akcje - dywidendy;SPDR S&P EURO DIVIDEND ARISTOCRATS UCITS ;SPDR;Distributing;SPYW;FRA;FRA:SPYW;;
ETF;IE00B5M1WJ87;Europa;Akcje - dywidendy;SPDR S&P EURO DIVIDEND ARISTOCRATS UCITS ;SPDR;Distributing;EUDV;EPA;EPA:EUDV;;
ETF;IE00B466KX20;Azja;Akcje;SPDR MSCI EMERGING MARKETS ASIA UCITS ;SPDR;Accumulating;EMAD;LON;LON:EMAD;;USD
ETF;LU0274221281;Szwajcaria;Akcje - duże spółki;DB XTRACKERS SWISS LARGE CAP UCITS ;Xtrackers;Distributing;XSMI;FRA;FRA:DBXS;;
ETF;DE0006289382;Globalny;Akcje - tematyczne;ISHARES DOW JONES GLOBAL TITANS 50 UCITS;iShares;Distributing;EXI2;FRA;FRA:EXI2;;EUR
ETF;IE00B0M63284;Europa;Akcje - nieruchomości;ISHARES EUROPEAN PROPERTY YIELD UCITS ;iShares;Distributing;IQQP;FRA;FRA:IQQP;;
ETF;IE00B0M63284;Europa;Akcje - nieruchomości;ISHARES EUROPEAN PROPERTY YIELD UCITS;iShares;Distributing;IPRP;LON;LON:IPRP;;
ETF;IE00B0M63284;Europa;Akcje - nieruchomości;ISHARES EUROPEAN PROPERTY YIELD UCITS;iShares;Distributing;IPRP;AMS;AMS:IPRP;;
ETF;IE00B02KXH56;Japonia;Akcje;ISHARES MSCI JAPAN UCITS;iShares;Distributing;IJPN;LON;LON:IJPN;;GBX
ETF;LU0533033667;Globalny (DM);Akcje - technologia;LYXOR MSCI WORLD INFORMATION TECHNOLOGY UCITS;Lyxor;Accumulating;LYPG;FRA;FRA:LYPG;;EUR
ETF;DE000ETFL060;Niemcy;Akcje;DEKA DAX AUSSCH UCITS ;DEKA;Distributing;ETFDAXK;FRA;FRA:EL4F;;EUR
ETF;IE00B14X4M10;USA;Akcje;ISHARES MSCI NORTH AMERICA UCITS ETF USD;iShares;Distributing;IDNA;LON;LON:IDNA;;USD
ETF;IE00B14X4M10;USA;Akcje;ISHARES MSCI NORTH AMERICA UCITS ETF USD;iShares;Distributing;INAA;AMS;AMS:INAA;;EUR
ETF;IE00B53L4350;USA;Akcje;ISHARES DOW JONES INDUSTRIAL AVERAGE UCITS ;iShares;Accumulating;SXRU;FRA;FRA:SXRU;;EUR
ETF;IE00B53L4350;USA;Akcje;ISHARES DOW JONES INDUSTRIAL AVERAGE UCITS ;iShares;Accumulating;CIND;LON;LON:CIND;;USD
ETF;IE00BYZK4883;Globalny;Akcje - technologia;ISHARES DIGITALISATION UCITS;iShares;Accumulating;2B79;FRA;FRA:2B79;;EUR
ETF;IE00BYZK4883;Globalny;Akcje - technologia;ISHARES DIGITALISATION UCITS ;iShares;Accumulating;DGTL;LON;LON:DGTL;;USD
ETF;FR0010429068;Globalny (EM);Akcje;LYXOR MSCI EMERGING MARKETS UCITS ETF EUR ;Lyxor;Accumulating;LEM;EPA;EPA:LEM;;EUR
ETF;IE00B9F5YL18;Azja;Akcje;VANGUARD FTSE DEVELOPED ASPAC EX JAPAN USD ETF ;Vanguard;Distributing;VDPX;LON;LON:VDPX;;USD
ETF;IE00B9F5YL18;Azja;Akcje;VANGUARD FTSE DEVELOPED ASPAC EX JAPAN USD ETF ;Vanguard;Distributing;VAPX;AMS;AMS:VAPX;;EUR
ETF;IE00B6R52143;Globalny;Akcje - tematyczne;ISHARES AGRIBUSINESS UCITS ETF USD ;iShares;Accumulating;ISAG;LON;LON:ISAG;;USD
ETF;IE00B1TXHL60;Globalny;Akcje - tematyczne;ISHARES LISTED PRIVATE EQUITY UCITS ETF USD ;iShares;Distributing;IPRV;LON;LON:IPRV;;GBX
ETF;IE00B1TXHL60;Globalny;Akcje - tematyczne;ISHARES LISTED PRIVATE EQUITY UCITS ETF USD ;iShares;Distributing;IDPE;LON;LON:IDPE;;USD
ETF;IE00BF0M2Z96;Globalny;Akcje - technologia;L&G BATTERY VALUECHAIN UCITS ETF;Amplify ETFs;Accumulating;BATT;LON;LON:BATT;;
ETF;IE00BF0M2Z96;Globalny;Akcje - technologia;L&G BATTERY VALUECHAIN UCITS ETF;Amplify ETFs;Accumulating;BATT;AMS;AMS:BATT;;
ETF;IE00BK5BQV03;Globalny (DM);Akcje;VANGUARD FTSE DEVELOPED WORLD UCITS ETF USD ;Vanguard;Accumulating;VHVE;LON;LON:VHVE;;USD
ETF;IE00BMW3QX54;Globalny (DM);Akcje - technologia;L&G ROBO GLOBAL ROBOTICS AND AUTOMATION UCITS ETF;L&G;Accumulating;QVMP;FRA;FRA:IROB;;EUR
ETF;DE0005933972;Europa;Akcje - technologia;ISHARES TECDAX UCITS ;iShares;Accumulating;TDXPEX;FRA;FRA:EXS2;;
ETF;GB00B15KXV33;Globalny;Surowce energetyczne;WISDOMTREE WTI CRUDE OIL ;WisdomTree;Accumulating;CRUD;LON;LON:CRUD;;USD
ETF;GB00B15KXV33;Globalny;Surowce energetyczne;WISDOMTREE WTI CRUDE OIL ;WisdomTree;Accumulating;CRUDP;EPA;EPA:CRUDP;;
ETF;IE00B0M62S72;Europa;Akcje - dywidendy;ISHARES EURO DIVIDEND UCITS ;iShares;Distributing;IDVY;AMS;AMS:IDVY;;EUR
ETF;IE00B0M62S72;Europa;Akcje - dywidendy;ISHARES EURO DIVIDEND UCITS ;iShares;Distributing;IDVY;LON;LON:IDVY;;GBX
ETF;IE00BYXVGX24;USA;Akcje - dywidendy;FIDELITY US QUALITY INCOME UCITS ETF INCOME USD SHARES;Fidelity;Distributing;FUSD;LON;LON:FUSD;;
ETF;LU1681046931;Francja;Akcje;AMUNDI CAC 40 UCITS ETF DR EUR (C) ;Amundi;Accumulating;C40;EPA;EPA:C40;;EUR
ETF;IE00B86MWN23;Europa;Akcje - factor;ISHARES EDGE MSCI EUROPE MINIMUM VOLATILITY UCITS;iShares;Accumulating;EUN0;FRA;FRA:EUN0;;EUR
ETF;IE00BYZK4669;Globalny;Akcje - tematyczne;ISHARES AGEING POPULATION UCITS ;iShares;Accumulating;2B77;FRA;FRA:2B77;;EUR
ETF;IE00BYZK4669;Globalny;Akcje - tematyczne;ISHARES AGEING POPULATION UCITS ;iShares;Accumulating;AGED;LON;LON:AGED;;USD
ETF;IE00BMC38736;Globalny;Akcje - technologia;VANECK VECTORS SEMICONDUCTOR UCITS ETF;VanEck;Accumulating;SMH;LON;LON:SMH;;USD
ETF;IE00BMC38736;Globalny;Akcje - technologia;VANECK VECTORS SEMICONDUCTOR UCITS ETF;VanEck;Accumulating;VVSM;FRA;FRA:VVSM;;EUR
ETF;IE00BD45KH83;Globalny (EM);Akcje;ISHARES CORE MSCI EM IMI UCITS ETF USD ;iShares;Distributing;EIMU;LON;LON:EIMU;;USD
ETF;IE00BL25JP72;Globalny (DM);Akcje - factor;XTRACKERS MSCI WORLD MOMENTUM UCITS ETF;Xtrackers;Accumulating;XDEM;FRA;FRA:XDEM;;
ETF;IE00BM67HN09;Globalny (DM);Akcje - tematyczne;DB XTRACKERS MSCI WORLD CONSUMER STAPLES UCITS;Xtrackers;Accumulating;XDWS;FRA;FRA:XDWS;;EUR
ETF;LU0322253906;Europa;Akcje - małe spółki;DB XTRACKERS MSCI EUROPE SMALL CAP INDEX UCITS;Xtrackers;Accumulating;XXSC;FRA;FRA:DX2J;;
ETF;IE00B8BVCK12;Globalny (DM);Akcje;ISHARES MSCI WORLD CHF HEDGED UCITS ETF;iShares;Accumulating;IWDC;SWX;SWX:IWDC;;
ETF;LU0292107645;Globalny (EM);Akcje;DB XTRACKERS EMERGING MARKETS INDEX UCITS ;Xtrackers;Accumulating;XMEM;FRA;FRA:DBX1;;
ETF;LU0292096186;Globalny;Akcje - dywidendy;DB XTRACKERS STOXX GLOBAL SELECT DIV100 UCITS;Xtrackers;Distributing;XGSD;FRA;FRA:DXSB;;
ETF;IE00B02KXK85;Chiny;Akcje - duże spółki;ISHARES CHINA LARGE CAP UCITS ;iShares;Distributing;FXC;LON;LON:FXC;;GBX
ETF;IE00B02KXK85;Chiny;Akcje - duże spółki;ISHARES CHINA LARGE CAP UCITS ;iShares;Distributing;FXC;AMS;AMS:FXC;;EUR
ETF;DE000A0Q4R36;Europa;Akcje - ochrona zdrowia;ISHARES STOXX EUROPE 600 HEALTH CARE UCITS ;iShares;Distributing;SXDPEX;FRA;FRA:EXV4;;
ETF;IE00BYYHSQ67;Globalny (DM);Akcje - dywidendy;ISHARES MSCI WORLD QUALITYDIV UCITS ETF USD ;iShares;Distributing;WQDV;LON;LON:WQDV;;
ETF;IE00BCBJG560;Globalny (DM);Akcje - małe spółki;SPDR MSCI WORLD SMALL CAP ETF;SPDR;Accumulating;ZPRS;FRA;FRA:ZPRS;;
ETF;LU0489337690;Europa;Akcje - nieruchomości;DB XTRACKERS FTSE DEVELOPED EUROPE REAL ESTATE UCITS ;Xtrackers;Accumulating;D5BK;FRA;FRA:D5BK;;
ETF;IE00BGL86Z12;Globalny;Akcje - technologia;ISHARES ELECTRIC VEHICLES & DRIVING TECHNOLOGY UCITS;iShares;Accumulating;IEVD;FRA;FRA:IEVD;;EUR
ETF;IE00BGL86Z12;Globalny;Akcje - technologia;ISHARES ELECTRIC VEHICLES & DRIVING TECHNOLOGY UCITS ;iShares;Accumulating;ECAR;LON;LON:ECAR;;USD
ETF;IE00BD3RYZ16;Szwecja;Akcje;ISHARES OMX STOCKHOLM CAPPED UCITS;iShares;Accumulating;OMXS;LON;LON:OMXS;;
ETF;IE00BQ70R696;USA;Akcje - technologia;INVESCO NASDAQ BIOTECH UCITS ;Invesco;Accumulating;SBIO;LON;LON:SBIO;;
ETF;IE00B0M62Y33;Holandia;Akcje;ISHARES AEX UCITS;iShares;Distributing;IAEX;LON;LON:IAEX;;
ETF;IE00B0M62Y33;Holandia;Akcje;ISHARES AEX UCITS;iShares;Distributing;IAEX;AMS;AMS:IAEX;;
ETF;IE00B5377D42;Australia;Akcje;ISHARES MSCI AUSTRLIA UCITS ;iShares;Accumulating;IBC6;FRA;FRA:IBC6;;EUR
ETF;IE00B5377D42;Australia;Akcje;ISHARES MSCI AUSTRLIA UCITS ;iShares;Accumulating;SAUS;LON;LON:SAUS;;GBX
ETF;IE00B5377D42;Australia;Akcje;ISHARES MSCI AUSTRLIA UCITS ;iShares;Accumulating;IAUS;LON;LON:IAUS;;USD
ETF;LU0252633754;Niemcy;Akcje;LYXOR DAX UCITS ETF;Lyxor;Accumulating;ETFDAX;WSE;WSE:ETFDAX;;
ETF;IE00B42TW061;Wielka Brytania;Akcje;HSBC FTSE 100 UCITS ;HSBC;Distributing;UKX;EPA;EPA:UKX;;
ETF;FR0010361683;Indie;Akcje;LYXOR MSCI INDIA UCITS ;Lyxor;Accumulating;INR;EPA;EPA:INR;;EUR
ETF;FR0010361683;Indie;Akcje;LYXOR MSCI INDIA UCITS ;Lyxor;Accumulating;LYXINR;FRA;FRA:LYMD;;EUR
ETF;DE0002635281;Europa;Akcje - dywidendy;ISHARES EURO STOXX SELECT DIVIDEND 30 UCITS ;iShares;Distributing;SD3EEX;FRA;FRA:EXSG;;EUR
ETF;IE00B40B8R38;USA;Akcje - tematyczne;ISHARES S&P 500 CONS STAPLES SEC UCITS ETF;iShares;Accumulating;IUCS;LON;LON:IUCS;;USD
ETF;IE00BK5BQX27;Europa;Akcje;VANGUARD FTSE DEVELOPED EUROPE UCITS ETF;Vanguard;Accumulating;VWCG;FRA;FRA:VWCG;;EUR
ETF;IE0008470928;Europa;Akcje;ISHARES STOXX EUROPE 50 UCITS ;iShares;Distributing;EUN;LON;LON:EUN;;GBX
ETF;DE0002635273;Europa;Akcje - dywidendy;ISHARES DIVDAX UCITS ;iShares;Distributing;DDAXKEX;FRA;FRA:EXSB;;EUR
ETF;IE00B3VWMM18;Europa;Akcje - małe spółki;ISHARES MSCI EMU SMALL CAP UCITS ;iShares;Accumulating;SXRJ;FRA;FRA:SXRJ;;
ETF;IE00BGV5VN51;Globalny;Akcje - technologia;XTRACKERS ARTIFIC INTELLIG AND BIGDATAUCITS ETF 1C ;Xtrackers;Accumulating;XAIX;FRA;FRA:XAIX;;EUR
ETF;IE00BMYDM794;Globalny;Akcje - tematyczne;L&G HYDROGEN ECONOMY UCITS;L&G;Accumulating;HTMW;FRA;FRA:HTMW;;
ETF;IE00BMYDM794;Globalny;Akcje - tematyczne;L&G HYDROGEN ECONOMY UCITS;L&G;Accumulating;HTWO;LON;LON:HTWO;;
ETF;IE00B1TXLS18;Europa;Akcje - nieruchomości;ISHARES UK PROPERTY UCITS ;iShares;Distributing;IUKP;LON;LON:IUKP;;
ETF;IE00B3DWVS88;Globalny (EM);Akcje;INVESCO MSCI EMERGING MARKETS UCITS ETF;Invesco;Accumulating;MXFS;LON;LON:MXFS;;
ETF;IE00BKM4H312;USA;Akcje - dywidendy;ISHARES MSCI USA QLTY DIVIDEND UCITS ETF USD DIS ;iShares;Distributing;QDIV;LON;LON:QDIV;;USD
ETF;GB00B15KYG56;Globalny;Metale przemysłowe;WISDOMTREE INDUSTRIAL METALS;WisdomTree;Accumulating;AIGI;LON;LON:AIGI;;USD
ETF;IE00BYYHSM20;Europa;Akcje - dywidendy;ISHARES MSCI EUROPE QUALITY DIV ETF EUR ;iShares;Distributing;QDVX;FRA;FRA:QDVX;;
ETF;IE00B1FZSF77;USA;Akcje - nieruchomości;ISHARES US PROPERTY YIELD UCITS;iShares;Distributing;IQQ7;FRA;FRA:IQQ7;;EUR
ETF;IE00B1FZSF77;USA;Akcje - nieruchomości;ISHARES US PROPERTY YIELD UCITS ;iShares;Distributing;IUSP;LON;LON:IUSP;;GBX
ETF;IE00B1FZSF77;USA;Akcje - nieruchomości;ISHARES US PROPERTY YIELD UCITS ETF;iShares;Distributing;IDUP;LON;LON:IDUP;;USD
ETF;IE00BWBXM617;USA;Akcje - ochrona zdrowia;SPDR S&P US HEALTH CARE SELECT SECTOR UCITS ETF ;SPDR;Accumulating;ZPDH;FRA;FRA:ZPDH;;EUR
ETF;IE00BM67HL84;Globalny (DM);Akcje - finanse;DB XTRACKERS MSCI WORLD FINANCIAL UCITS ;Xtrackers;Accumulating;XDWF;FRA;FRA:XDWF;;EUR
ETF;IE00BYWQWR46;Globalny;Akcje - technologia;VANECK VECTORS VIDEO GAMING AND ESPORTS UCITS ;VanEck;Accumulating;ESP0;FRA;FRA:ESP0;;
ETF;IE00BYWQWR46;Globalny;Akcje - technologia;VANECK VECTORS VIDEO GAMING AND ESPORTS UCITS ;VanEck;Accumulating;ESGB;LON;LON:ESGB;;
ETF;IE00B4KBBD01;USA;Akcje - tematyczne;ISHARES S&P500 UTILITIES UCITS ;iShares;Accumulating;IUUS;LON;LON:IUUS;;USD
ETF;IE00B4KBBD01;USA;Akcje - tematyczne;ISHARES S&P500 UTILITIES UCITS ;iShares;Accumulating;2B7A;FRA;FRA:2B7A;;EUR
ETF;IE00B9MRHC27;Skandynawia;Akcje;DB XTRACKERS MSCI NORDIC UCITS ;Xtrackers;Distributing;XDN0;FRA;FRA:XDN0;;
ETF;IE00BQQP9H09;USA;Akcje - tematyczne;VANECK VECTORS MORNINGSTAR US WIDE MOAT UCITS ETF;VanEck;Accumulating;MOAT;LON;LON:MOAT;;USD
ETF;IE00BQQP9H09;USA;Akcje - tematyczne;VANECK VECTORS MORNINGSTAR US WIDE MOAT UCITS ETF;VanEck;Accumulating;GMVM;FRA;FRA:GMVM;;EUR
ETF;LU0875160326;Chiny;Akcje;XTRACKERS HARVEST CSI300 UCITS ;Xtrackers;Distributing;RQFI;FRA;FRA:RQFI;;
ETF;LU0659580079;Japonia;Akcje;DB XTRACKERS MSCI JAPAN UCITS ;Xtrackers;Accumulating;XMK9;FRA;FRA:XMK9;;EUR
ETF;IE00BWBXM948;USA;Akcje - tematyczne;SPDR S&P US TECHNOLOGY SELECT SECTOR UCITS ETF;State Street;Accumulating;ZPDT;FRA;FRA:ZPDT;;EUR
ETF;IE00B52SFT06;USA;Akcje;ISHARES MSCI USA UCITS ETF USD;iShares;Accumulating;CSUS;AMS;AMS:CSUS;;EUR
ETF;IE00B652H904;Globalny (EM);Akcje - dywidendy;ISHARES EMERGING MARKETS DIVIDEND UCITS;iShares;Distributing;IEDY;LON;LON:IEDY;;USD
ETF;IE00B652H904;Globalny (EM);Akcje - dywidendy;ISHARES EMERGING MARKETS DIVIDEND UCITS;iShares;Distributing;EUNY;FRA;FRA:EUNY;;EUR
ETF;IE00B3YLTY66;Globalny;Akcje;SPDR MSCI ACWI IMI UCITS;State Street;Accumulating;SPYJ;FRA;FRA:SPYI;;EUR
ETF;IE00BZ0PKT83;Globalny (DM);Akcje - factor;ISHARES EDGE MSCI WLD MULTIFACTOR UCTS ETF USD ;iShares;Accumulating;IBCZ;FRA;FRA:IBCZ;;EUR
ETF;LU1900068914;Chiny;Akcje;LYXOR CHINA ENTERPRISE (HSCEI) UCITS ETF ;Lyxor;Accumulating;ASI;EPA;EPA:ASI;;
ETF;LU0292107991;Azja;Akcje;DB XTRACKERS EM ASIA UCITS ;Xtrackers;Accumulating;XMAS;FRA;FRA:DBX2;;
ETF;IE00BYXG2H39;USA;Akcje - technologia;ISHARES NASDAQ US BIOTECHNOLOGY ETF USD ;iShares;Accumulating;2B70;FRA;FRA:2B70;;EUR
